datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
2006-10-10 21:47:00,plymouth (devonshire) (uk/england),,gb,formation,120,1-2 mins,they were right above me very small almost like minni stars and they were circling round sommothing and came closer and further away an,2006-10-30,50.396389,-4.138611
2006-10-10 22:40:00,waycross,ga,us,light,120,2 minutes,Redish orange light viewed from Waycross &#44Ga. Moving Northwest and suddenly just goes out.,2006-10-30,31.2133333,-82.3541667
2006-10-10 22:50:00,wolfforth,tx,us,disk,300,5 min,Huge aircraft with diagnally aligned white lights moving slowly and loudly through the night.,2006-10-30,33.5058333,-102.0086111
2006-10-10 23:00:00,lyndhurst,oh,us,unknown,300,5 minutes,This is a follow up to my Feb. 16th&#44 1995 report.  This past Tuesday&#44 my wife and I AGAIN heard the same loud&#44 rumbling roar that we he,2006-10-30,41.52,-81.4888889
2007-10-10 01:00:00,lebanon,or,us,light,14400,4 hours,Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky,2007-11-28,44.5366667,-122.9058333
2007-10-10 01:00:00,stockbridge,ga,us,changing,3600,1 hour,i was abducted,2007-11-28,33.5441667,-84.2338889
2007-10-10 04:00:00,denver,co,us,changing,2700,45 minutes+,Huge lighted cluster in the eastern sky.  ((NUFORC Note:  Sighting of Venus.  PD)),2007-11-28,39.7391667,-104.9841667
2007-10-10 04:30:00,jacksonville,fl,us,sphere,30,30 seconds,half mile from de saint Jhons River&#44 low flying sphere&#44   at slow speed without noise,2008-03-04,30.3319444,-81.6558333
2007-10-10 06:00:00,indio,ca,us,oval,600,10 min.,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,2009-06-09,33.7205556,-116.2147222
2007-10-10 13:00:00,owego,ny,us,triangle,10800,3 hours,triangle with 3 llights blinking. 500 Lights On Object0: Yes,2007-11-28,42.1033333,-76.2625
2007-10-10 18:33:00,downingtown,pa,us,circle,120,1 to 1 1/2 minutes,Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD)),2007-11-28,40.0063889,-75.7036111
2007-10-10 19:00:00,austin,tx,us,flash,3,3 seconds,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,2007-11-28,30.2669444,-97.7427778
2007-10-10 20:10:00,starrsville (covington),ga,us,sphere,60,appx. 1 minute,MUFON GEORGIA FOLLOW-UP REPORT:  Joint NUFORC-MUFON of Georgia Investigation-Fiery Sphere Shaped Object,2008-06-12,33.5394444,-83.8194444
2007-10-10 20:24:00,west palm beach florida,fl,,fireball,180,approx 3 mins,Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.,2007-11-28,26.705621,-80.03643
2007-10-10 20:30:00,conyers,ga,us,unknown,3600,1 hour,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),2007-11-28,33.6675,-84.0177778
2007-10-10 20:55:00,vero beach,fl,us,unknown,30,30 seconds,Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD)),2007-11-28,27.6383333,-80.3975
2007-10-10 21:00:00,jensen beach,fl,us,oval,120,2 mins,A oval shaped object hovered and shot through the sky with very bright lights and then vanished. 500 Lights On Object0: Yes,2007-11-28,27.2541667,-80.23
2007-10-10 21:43:00,houston,tx,us,formation,35,35 seconds,Large Boomerang formation of lights over Houston&#44 Beltway 8 &amp; Westheimer moving north to south 10/10/07&#44 9:43 PM.,2007-11-28,29.7630556,-95.3630556
2007-10-10 22:00:00,duluth,mn,us,light,600,10 minutes,Bright pulsating light over lake superior.,2008-01-21,46.7833333,-92.1063889
2007-10-10 22:00:00,fleming,co,us,circle,600,10 minutes,UFO SPOTTED&#44 FLEMING COLORADO,2007-11-28,40.68,-102.8388889
2007-10-10 22:00:00,grove city,pa,us,unknown,3600,1:00:00,Light pattern moving silently through rapid maneuvers over Grove City,2008-01-21,41.1577778,-80.0888889
2007-10-10 22:00:00,van alstyne,tx,us,other,4,4 seconds,large mass of tiny lights all clustered together in the shape of a large boomerang over eastern sky in north Texas.,2007-11-28,33.4213889,-96.5769444
2007-10-10 23:05:00,northglenn,co,us,triangle,15,15 seconds,Hovering triangular shape seen with flashing lights seen in Colorado,2007-11-28,39.8855556,-104.9866667
2007-10-10 23:20:00,stord (norway),,,light,600,10 min,Thise could be an ETV case&#44 but it could also be helicopters or/and airplanes,2008-01-21,59.900209,5.282347
2008-10-10 02:00:00,london (canada),on,ca,other,120,2 min. approx,C shape with a T front over London ont on Oct 10&#44 2008 on a clear day around 2PM,2009-06-09,42.983333,-81.25
2008-10-10 02:00:00,north branch,mn,us,light,300,5 min,Lights at night&#44 shining into car and garage and around blinds,2008-10-31,45.5113889,-92.98
2008-10-10 02:00:00,slingerlands,ny,us,circle,240,4 min,Huge&#44 moon size&#44 orange&#44 bright&#44 almost complete circle,2008-10-31,42.6291667,-73.865
2008-10-10 04:00:00,carlin,nv,us,disk,600,10 mins,Ufo sighting in Carlin&#44 NV&#44 at the pilot truck stop. 500 Lights On Object0: Yes,2010-07-19,40.7138889,-116.1030556
2008-10-10 04:50:00,evansville,in,us,formation,600,10 minutes+,I saw a huge V-shaped object moving slowly and silently over the roof tops in my neighborhood.,2008-10-31,37.9747222,-87.5558333
2008-10-10 06:00:00,albany,ny,us,oval,45,45 seconds,I live Colonie&#44 New York&#44 a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,2008-10-31,42.6525,-73.7566667
2008-10-10 10:22:00,fremont,ca,us,triangle,60,1 minute,I saw a brightly lightes v shaped ufo while driving through fremont&#44ca.,2008-10-31,37.5483333,-121.9875
2008-10-10 18:00:00,yuma,az,us,triangle,900,15 minutes,Carousel in the sky on fire / pixalated triangle over Yuma&#44 AZ,2011-10-10,32.7252778,-114.6236111
2008-10-10 19:00:00,south bend,in,us,light,600,10 minutes,Glowing succession of flying objects on the horizon.,2008-10-31,41.6833333,-86.25
2008-10-10 20:00:00,la crescent,mn,us,formation,10,10 seconds,six strange lights in the sky over La Crescent MN,2008-10-31,43.8280556,-91.3038889
2008-10-10 20:00:00,moon township,pa,,unknown,120,2 minutes,unknown rectangular shaped aircraft with bright lights seen over Rt. 60 near Pittsburgh International Airport&#44 definitely NOT a plane,2008-10-31,40.516977,-80.221348
2008-10-10 20:00:00,philadelphia,pa,us,oval,60,1 minute,Silent&#44 oval&#44 bright white craft in yard.,2012-07-04,39.9522222,-75.1641667
2008-10-10 20:00:00,seattle,wa,us,light,180,3 minutes,Around 8:00 pm? I Went out side and looked up at the stars and I saw a light which I thought was a small faded star  until it started t,2008-10-31,47.6063889,-122.3308333
2008-10-10 20:40:00,pueblo,co,us,light,300,5 minutes,In the northwest sky&#44 there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.,2008-10-31,38.2544444,-104.6086111
2008-10-10 21:30:00,cincinnati,oh,us,oval,900,15 minutes,12 ovel objects flying east to west orange and red at a slow speed then vanished,2008-10-31,39.1619444,-84.4569444
2008-10-10 22:00:00,san diego,ca,us,disk,30,30 seconds,low flying saucer in suburban area.  ((NUFORC Note:  Student report.  PD)),2008-10-31,32.7152778,-117.1563889
2008-10-10 22:30:00,madison,wi,us,circle,20,20 secounds,Tanslucent orange/yellow UFO in Madison WI,2008-10-31,43.0730556,-89.4011111
2008-10-10 23:15:00,coldwater,oh,us,sphere,60,1 minute,spherical in shape&#44 orange flames coming from the bottom&#44 completely silent&#44 moved fast and also hovered.,2008-10-31,40.4797222,-84.6283333
2009-10-10 12:00:00,crested butte,co,us,egg,60,1min,metallic egg shaped craft above crested butte&#44 CO.  Also have seen great amount of activity READ ME&#33,2009-12-12,38.8697222,-106.9872222
2009-10-10 12:42:00,tulsa,ok,us,unknown,6,6 seconds,In&#39t see nothing in the park,2009-12-12,36.1538889,-95.9925
2009-10-10 16:24:00,eagar,az,us,unknown,180,2-3 minutes,Second sighting was only 150 feet away.  Observations between two sightings.,2011-12-12,34.1111111,-109.2908333
2009-10-10 19:30:00,suffolk,va,us,unknown,900,15 minutes,It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus,2009-12-12,36.7280556,-76.5838889
2009-10-10 20:30:00,anaheim,ca,us,light,300,5 mins,UFO over Disneyland.,2009-12-12,33.8352778,-117.9136111
2009-10-10 20:45:00,wilmington,nc,us,light,600,10minutes,Two lights seen with a lighting of something strobe like near the ground.,2009-12-12,34.2255556,-77.945
2009-10-10 21:00:00,leesburg,va,us,disk,300,less than 5 minutes,Two large glowing amber/dark orangish colored circular disks-not a sound-,2010-11-21,39.1155556,-77.5638889
2009-10-10 23:00:00,michigan city,in,us,changing,900,15 minutes,black object that seemed to impode into a sphere and vanish&#44 only to reappear in the same shape and move location,2009-12-12,41.7075,-86.895
2009-10-10 23:23:00,cupertino,ca,us,light,180,3 minutes,Bright red light object made random moves horizontally and floated for a while and then went up vertically.,2009-12-12,37.3230556,-122.0311111
2010-10-10 01:00:00,orchard park,ny,us,light,7200,a few hours,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),2011-01-05,42.7675,-78.7441667
2010-10-10 02:30:00,harrisburg,pa,us,circle,240,4  minutes,possible UFO sighting,2010-11-21,40.2736111,-76.8847222
2010-10-10 03:00:00,euclid,oh,us,circle,180,3 minutes,2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie,2010-11-21,41.5930556,-81.5269444
2010-10-10 08:30:00,starr,sc,us,formation,600,5-10 mins,Strange orange lights in the night sky,2010-11-21,34.3769444,-82.6958333
2010-10-10 12:00:00,greenwich,ct,us,light,240,4 mins,&quot;Star&quot; like objects during clear day light in formation.,2010-11-21,41.0263889,-73.6288889
2010-10-10 13:00:00,north charleston,sc,us,light,180,3 minutes,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC,2012-07-04,32.8544444,-79.975
2010-10-10 15:00:00,san francisco airport,ca,,triangle,300,5 min.,White or light grey colored and leaving red/orange contrails on a bright blue sky.,2013-09-30,37.615223,-122.389979
2010-10-10 16:30:00,springfield,va,us,cigar,15,15 secs,Metalic cigar shaped object sighted during lull in a storm in Springfield&#44 VA,2010-11-21,38.7891667,-77.1875
2010-10-10 17:10:00,bridgeport,ct,us,light,600,five to ten minutes,Saw a light in the sky fading in and out over Bridgeport&#44 CT.,2010-11-21,41.1669444,-73.2052778
2010-10-10 18:30:00,clackamas,or,us,triangle,120,1-2minutes,triangular ufo sighting in oregon 10-10-10,2010-11-21,45.4077778,-122.5691667
2010-10-10 20:00:00,san angelo,tx,us,oval,60,1 minute,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,2010-11-21,31.4636111,-100.4366667
2010-10-10 20:20:00,windsor,ct,us,fireball,5,5 seconds,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,2014-05-02,41.8525,-72.6441667
2010-10-10 20:45:00,sterling,il,us,cylinder,600,10min,It had rows of white lights with red lights pulsating in between them,2010-11-21,41.7886111,-89.6961111
2010-10-10 21:00:00,everett,wa,us,other,30,30 seconds,crown shaped object with two orange lights over everett wa,2010-11-21,47.9791667,-122.2008333
2010-10-10 21:00:00,kykotsmovi,az,us,disk,7200,2 hours,We saw  what seem to be a space craft in the eastern sky of northern AZ&#44 on 10-10-10.,2011-01-31,35.8752778,-110.6197222
2010-10-10 21:30:00,albany,ny,us,circle,10,10 seconds,Circle of light SUNY Albany.,2013-08-30,42.6525,-73.7566667
2010-10-10 22:30:00,garden grove,ca,us,egg,7200,2 hours,Blue Light in Garden Grove,2010-11-21,33.7738889,-117.9405556
2010-10-10 23:00:00,miami,fl,us,changing,1200,approx. 20 mins,Bright lights hovering and going in and out of orchestrated formations,2010-11-21,25.7738889,-80.1938889
2011-10-10 00:00:00,troy,ny,us,triangle,7200,2 hours,Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),2011-10-10,42.7283333,-73.6922222
2011-10-10 01:00:00,farmington,nm,us,circle,300,5 minutes,Single reddish circle  in the sky that wasn&#39t jet nor satelitte,2013-08-30,36.7280556,-108.2180556
2011-10-10 02:00:00,prescott valley,az,us,other,300,hours,Craft boomerang shape.2:00am duration hours.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),2011-10-10,34.61,-112.315
2011-10-10 10:30:00,ashville,ny,us,circle,60,1 minute,Amber object in night sky during full moon&#44 or the day before full moon,2011-10-19,42.0963889,-79.3758333
2011-10-10 14:00:00,epsom (surrey) (uk/england),,gb,oval,300,5 mins,Flying beer barrel shaped metallic object,2011-12-12,51.316667,-0.266667
2011-10-10 14:30:00,north kingstown,ri,us,oval,40,40 sec,Bright oval object in sky,2011-10-25,41.55,-71.4666667
2011-10-10 15:00:00,groton,ct,us,disk,5,less than 5 seconds,Small shiny object seen in sky while driving on clear day&#44 looked back for a 3rd time and it was gone.,2011-10-10,41.35,-72.0788889
2011-10-10 18:15:00,peabody-saugus,ma,,flash,2700,45 minutes,Flashing light in the sky as airplanes flew by.,2011-10-19,42.468164,-71.014118
2011-10-10 19:00:00,mechanicsville,va,us,light,300,5 minutes,Three orange lights flying in unison,2011-10-19,37.6086111,-77.3736111
2011-10-10 19:30:00,murfeesboro/smyrna,tn,,,2700,30-45 minutes,Multi color oblect over Smyrna/Murfreesboro 10/10/11,2011-10-19,35.947474,-86.488367
2011-10-10 20:00:00,hamilton (canada),on,ca,flash,4,2-4 seconds,Strange flash in the sky,2011-10-19,43.25,-79.833333
2011-10-10 20:00:00,middletown,ct,us,fireball,1200,15-20 minutes,Fireball Spinning Orange UFO,2011-10-19,41.5622222,-72.6511111
2011-10-10 21:00:00,lakewood,oh,us,fireball,60,1 minute,Orange light flies overhead and turns black as it passed silently.,2011-12-12,41.4819444,-81.7983333
2011-10-10 21:00:00,york,pa,us,circle,15,15 seconds,BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS,2011-10-19,39.9625,-76.7280556
2011-10-10 21:55:00,north platte,ne,us,circle,3,3 seconds,Object over North Platte Nebraska,2011-12-12,41.1238889,-100.765
2011-10-10 23:00:00,waynesville,oh,us,triangle,90,1:30,Flying triangle by Waynesville&#44 Ohio,2011-10-19,39.5297222,-84.0866667
2012-10-10 10:15:00,bridgeport,ct,us,circle,630,10:30,A Bright light that is a UFO,2012-10-30,41.1669444,-73.2052778
2012-10-10 15:00:00,san francisco airport,ca,,triangle,300,5 minutes,San Francisco International Airport         afternoon      about  5minutes       super clear conditions,2013-09-30,37.615223,-122.389979
2012-10-10 18:56:00,san diego,ca,us,sphere,240,4 minutes,Single white light or craft passed over and very close to a commercial jet.  ((NUFORC Note:  Possibly the ISS?  PD)),2012-10-30,32.7152778,-117.1563889
2012-10-10 19:09:00,sterling heights,mi,us,oval,120,1-2 minutes,A black unknown craft is seen in the sky over Sterling Hts. Michigan,2012-10-30,42.5802778,-83.0302778
2012-10-10 19:40:00,syracuse,ny,us,light,900,15 minutes,Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.,2012-10-30,43.0480556,-76.1477778
2012-10-10 19:45:00,syracuse,ny,us,circle,240,4 minutes,Bright orange circles going thru the sky in the same direction. Some were closer to each other.,2012-10-30,43.0480556,-76.1477778
2012-10-10 20:00:00,colorado springs,co,us,light,20,15 to 20 seconds,Bright zig zagging light in the sky above norad.,2012-10-30,38.8338889,-104.8208333
2012-10-10 20:00:00,moundville,al,us,changing,240,4 minutes,Orange fiery lighting objects changing locations.,2012-10-30,32.9975,-87.63
2012-10-10 20:15:00,new york city (bronx),ny,us,disk,1800,30 minutes,A cloaked disk hovered three hundred feet above two apartment buildings in the Bronx&#44 for aproximately thirty minutes.,2012-10-30,40.7141667,-74.0063889
